"Subject" "Activity" "tBodyAcc.mean...X" "tBodyAcc.mean...Y" "tBodyAcc.mean...Z" "tBodyAcc.std...X" "tBodyAcc.std...Y" "tBodyAcc.std...Z" "tGravityAcc.mean...X" "tGravityAcc.mean...Y" "tGravityAcc.mean...Z" "tGravityAcc.std...X" "tGravityAcc.std...Y" "tGravityAcc.std...Z" "tBodyAccJerk.mean...X" "tBodyAccJerk.mean...Y" "tBodyAccJerk.mean...Z" "tBodyAccJerk.std...X" "tBodyAccJerk.std...Y" "tBodyAccJerk.std...Z" "tBodyGyro.mean...X" "tBodyGyro.mean...Y" "tBodyGyro.mean...Z" "tBodyGyro.std...X" "tBodyGyro.std...Y" "tBodyGyro.std...Z" "tBodyGyroJerk.mean...X" "tBodyGyroJerk.mean...Y" "tBodyGyroJerk.mean...Z" "tBodyGyroJerk.std...X" "tBodyGyroJerk.std...Y" "tBodyGyroJerk.std...Z" "tBodyAccMag.mean.." "tBodyAccMag.std.." "tGravityAccMag.mean.." "tGravityAccMag.std.." "tBodyAccJerkMag.mean.." "tBodyAccJerkMag.std.." "tBodyGyroMag.mean.." "tBodyGyroMag.std.." "tBodyGyroJerkMag.mean.." "tBodyGyroJerkMag.std.." "fBodyAcc.mean...X" "fBodyAcc.mean...Y" "fBodyAcc.mean...Z" "fBodyAcc.std...X" "fBodyAcc.std...Y" "fBodyAcc.std...Z" "fBodyAcc.meanFreq...X" "fBodyAcc.meanFreq...Y" "fBodyAcc.meanFreq...Z" "fBodyAccJerk.mean...X" "fBodyAccJerk.mean...Y" "fBodyAccJerk.mean...Z" "fBodyAccJerk.std...X" "fBodyAccJerk.std...Y" "fBodyAccJerk.std...Z" "fBodyAccJerk.meanFreq...X" "fBodyAccJerk.meanFreq...Y" "fBodyAccJerk.meanFreq...Z" "fBodyGyro.mean...X" "fBodyGyro.mean...Y" "fBodyGyro.mean...Z" "fBodyGyro.std...X" "fBodyGyro.std...Y" "fBodyGyro.std...Z" "fBodyGyro.meanFreq...X" "fBodyGyro.meanFreq...Y" "fBodyGyro.meanFreq...Z" "fBodyAccMag.mean.." "fBodyAccMag.std.." "fBodyAccMag.meanFreq.." "fBodyBodyAccJerkMag.mean.." "fBodyBodyAccJerkMag.std.." "fBodyBodyAccJerkMag.meanFreq.." "fBodyBodyGyroMag.mean.." "fBodyBodyGyroMag.std.." "fBodyBodyGyroMag.meanFreq.." "fBodyBodyGyroJerkMag.mean.." "fBodyBodyGyroJerkMag.std.." "fBodyBodyGyroJerkMag.meanFreq.."
1 1 0.269548829607843 -0.0169223170794118 -0.104751375705882 -0.359988252290196 -0.0476221621529412 -0.299295295490196 0.939495926666667 -0.162418667235294 -0.0392404535921569 -0.978340132745098 -0.965116809411765 -0.958931138039216 0.111876022209804 0.0228948914313725 0.00551050226666667 -0.318197153666667 -0.13245841127451 -0.521273908392157 -0.0240968056960784 -0.0892580174470588 0.0807448283343137 -0.459594149294118 -0.37299828627451 -0.369871475705882 -0.093004028897 -0.0734859469588235 -0.0572352435686274 -0.400905268019608 -0.533663571431373 -0.472315971613725 -0.203273992882353 -0.389167897607843 -0.203273992882353 -0.389167897607843 -0.282390876960784 -0.270312132970588 -0.290608598537451 -0.370335226098039 -0.48470584772549 -0.516997963490196 -0.360515848215686 -0.0939156206062745 -0.387435166445098 -0.36104678402549 -0.0853942675058823 -0.309165473843137 -0.259605407427451 0.0175014643901961 0.0129044072496078 -0.370602595431373 -0.20841505745098 -0.494096821490196 -0.325621289470588 -0.108788385205882 -0.546951483078431 -0.26641308254902 -0.372630631039216 -0.259397426376471 -0.348740180352941 -0.414394208176471 -0.351549431335294 -0.497557784431373 -0.357274039065882 -0.435732469803922 -0.0991508399923529 -0.116445724137255 -0.100908463961765 -0.337245599254902 -0.517060468823529 0.188561070278431 -0.280493380470588 -0.263157891819608 0.100505592045098 -0.415811843490196 -0.452764978666667 0.16382808689549 -0.537693067039216 -0.525458101980392 0.151705112541569
1 2 0.2696070996 -0.0086686831832 -0.11439304436 -0.20487739732 0.02770181288 -0.16762340204 0.8567380216 -0.308379748 -0.187173962856 -0.9499576 -0.942185808 -0.9234114332 0.0609839288368 0.0512000941528 -0.02650535508 -0.2981620078 -0.278570939608 -0.56416443852 -0.00569813988 -0.10578717288 0.002237446424 -0.48351596604 -0.377169138936 -0.15528930448 -0.091844687636 -0.058245742518 0.006665820736 -0.50395821396 -0.6182631276 -0.5307995876 -0.06981713472 -0.24700968992 -0.06981713472 -0.24700968992 -0.329199456564 -0.31964507408 -0.18634466864 -0.35212292692 -0.56495178784 -0.6226145836 -0.28177951532 -0.1185312698 -0.337873089372 -0.17932570008 0.03194612972 -0.150041507 -0.39455229964 -0.151507593088 -0.15542419936 -0.331822478884 -0.30727319348 -0.5262880652 -0.3275379994 -0.29859893912 -0.6008547024 -0.24651733596 -0.34002587232 -0.38397937884 -0.394669473 -0.4485256072 -0.23907043152 -0.51675170148 -0.348253 -0.21050473784 -0.14880767872 -0.186415639316 -0.233425433264 -0.239579458804 -0.3717097304 0.033528995708 -0.29240915044 -0.36596130276 0.11593528112 -0.44052781288 -0.40887697048 -0.077205850352 -0.6187976412 -0.65609022 0.15628471412
1 3 0.269515899545455 -0.0205916689118182 -0.103458281859091 -0.0168234383227273 0.0566795374090909 -0.109386526318182 0.917295156818182 -0.1729872005 -0.103646390818182 -0.944870385909091 -0.932075458636364 -0.918252678636364 0.178167744386364 -0.123039669954545 -0.102205042363636 -0.0749937071954545 -0.0754836988909091 -0.380941963954545 -0.115698191568182 -0.0360572168363636 0.0634256034909091 -0.308236258181818 -0.242268691772727 -0.220117347181818 -0.0881571922136364 -0.0336189090272727 -0.0583083285909091 -0.433480825954545 -0.396025364636364 -0.326454889409091 0.0271787296318182 0.0918508455454545 0.0271787296318182 0.0918508455454545 -0.141096520181818 -0.00620218304545455 -0.0860892260909091 -0.17313025165 -0.390011041272727 -0.373366962172727 -0.0208729102818182 0.0798190966363636 -0.156257719154545 -0.0187612778545455 -0.02658359055 -0.156533585227273 -0.340467735863636 0.0681356490454545 0.00239027081818182 -0.0966726593681818 -0.10191644205 -0.319367121390909 -0.136967083436364 -0.112193203681818 -0.442529804090909 -0.320835127272727 -0.353512460818182 -0.319868222318182 -0.236295760172727 -0.220541242863636 -0.134204475045455 -0.338397873590909 -0.264035911422727 -0.324193125590909 -0.24156430555 -0.0937817853181818 -0.0855601532765909 0.131003517818182 -0.103070763863636 0.0308892287863636 0.00799192968181818 -0.0353506968636364 -0.00496617886363636 -0.230823287818182 -0.286663779995455 0.00337702081818182 -0.374671931045455 -0.418086669727273 0.0346626851772727
1 4 0.269772978493151 -0.00888930507945205 -0.094546429739726 -0.983747442876712 -0.924794640410959 -0.923784767260274 0.866092222191781 0.127718796533407 0.206691657885479 -0.984266476712329 -0.950672340821918 -0.930656386575342 0.0775035442684932 0.0010643211630137 -0.0163607963961233 -0.979829262739726 -0.969454523424658 -0.979662993150685 -0.0373506996849315 -0.0696042138109589 0.0780944873054795 -0.979004978082192 -0.959800659041096 -0.948940826164384 -0.0931797168767123 -0.0427951926205479 -0.0444810354534247 -0.982226474931507 -0.982652441643836 -0.979194225479452 -0.947532431232877 -0.927127568767123 -0.947532431232877 -0.927127568767123 -0.97919489630137 -0.97234332739726 -0.945985422739726 -0.942778530410959 -0.98513173369863 -0.979042475890411 -0.981219561643836 -0.939171787534247 -0.945297642767123 -0.984988950410959 -0.922317328534247 -0.918600723013699 -0.0628274775068493 0.0326470643945206 0.0412136326849315 -0.98007774630137 -0.96937921739726 -0.97630672739726 -0.981445136986301 -0.971839548356164 -0.981694922054795 0.159648158091781 -0.0932323358986301 -0.0278405239890411 -0.973714005616438 -0.967696489178082 -0.951739979726027 -0.980818154931507 -0.956173866712329 -0.952810321917808 0.0173595433869863 -0.290794865849315 -0.0681067126739726 -0.942312214013699 -0.930309439726027 -0.0216856754771233 -0.972242528767123 -0.971416336438356 0.231858050623288 -0.957717854246575 -0.943435226986301 -0.176193095328767 -0.980328621506849 -0.978589319178082 0.0991107710328767
1 5 0.269665272790698 -0.0230327652383721 -0.113666301596512 -0.98427833744186 -0.932848306627907 -0.941165618023256 0.92798928127907 -0.198069600104651 -0.0894743101627907 -0.990077250697674 -0.968877388255814 -0.956285157674419 0.0773226717558139 0.00548743263412791 -0.00584624423662791 -0.977170866976744 -0.963752471860465 -0.976810653837209 -0.0290573841610465 -0.0776837779639535 0.0816216897790698 -0.942061595581395 -0.957583898023256 -0.954938471744186 -0.105175952101163 -0.0414161346325581 -0.0556940928116279 -0.96666221372093 -0.976737460581395 -0.977478686860465 -0.954095774302326 -0.949707438837209 -0.954095774302326 -0.949707438837209 -0.975285985697674 -0.968559171395349 -0.938097801860465 -0.923387545465116 -0.977576100465116 -0.970528183139535 -0.980477976395349 -0.942612528139535 -0.956318635232558 -0.986225925116279 -0.931837647790698 -0.937396549302326 0.0141900676965116 -0.0548567957256977 0.0154248391848837 -0.976774778837209 -0.963682105348837 -0.97253967755814 -0.979819445581395 -0.966671098139535 -0.979935607325581 0.211399321893023 -0.122658702459302 0.0161902773767442 -0.940204179651163 -0.96024238 -0.956293798953488 -0.943439874418605 -0.956671188488372 -0.958725084883721 -0.258750678377907 -0.21033865644186 -0.124539237418605 -0.956534504651163 -0.953369695930233 -0.0394075709976744 -0.968072626395349 -0.968153168255814 0.229815004 -0.942448467441861 -0.92512994127907 -0.234945026256977 -0.971912551395349 -0.970711857790698 0.11042471355814
1 6 0.269473542888889 -0.0165264493633333 -0.107933242255556 -0.978293529444444 -0.974242492222222 -0.977770021555556 -0.409787377511111 0.535673707433333 0.610676836355556 -0.981565118444444 -0.988488666666667 -0.986601229666667 0.0747682664777778 0.0124576929971444 -0.00280323634698889 -0.986607591111111 -0.982670409111111 -0.985599575 -0.0252478035911111 -0.0757355806777778 0.0934070607111111 -0.982870346444444 -0.972178783222222 -0.982314621777778 -0.100493522588889 -0.0402848960753333 -0.0581344146333333 -0.984845626777778 -0.986369905666667 -0.991097785888889 -0.975844940888889 -0.975931763 -0.975844940888889 -0.975931763 -0.986328766555556 -0.984737022777778 -0.969255892555556 -0.965115755333333 -0.988277719888889 -0.984918808333333 -0.982593122333333 -0.977283205777778 -0.980796414777778 -0.976983351666667 -0.973806474111111 -0.977221158444444 -0.268763213433333 0.163470158344444 0.269793317953 -0.986619281 -0.982747715444444 -0.983625559222222 -0.987825073555556 -0.983863388222222 -0.986119208777778 0.133171164977778 0.0425934171122222 0.105501085806667 -0.979900287 -0.977597508666667 -0.982277814111111 -0.983938215444444 -0.969745210777778 -0.983918161333333 -0.0357111616691111 -0.165126532403333 0.138959326796333 -0.979774736777778 -0.976847340888889 0.150605589234444 -0.984216972555556 -0.984252549666667 0.311008657766667 -0.972701456666667 -0.966346941111111 -0.0365449484587778 -0.985380948888889 -0.985061985333333 0.180954797287778
2 1 0.13738666 -0.0185573564285714 -0.094168299 -0.159674238142857 -0.17247075 -0.283004881714286 0.964739767142857 -0.0827385047142857 0.0496829425714286 -0.971896238571429 -0.97596156 -0.937687111428571 0.150598279142857 0.0155223192857143 0.180008796428571 -0.128030674 -0.160269445428571 -0.507403131428571 -0.0566357382857143 -0.0548707184285714 0.0983479351642857 -0.549663007142857 -0.145095045428571 -0.371665712857143 -0.00131209585714286 -0.231482888571429 -0.187842308142857 -0.449344395714286 -0.488934318 -0.478929837142857 -0.107411472 -0.253725264142857 -0.107411472 -0.253725264142857 -0.216146389142857 -0.113318786571429 -0.201028336857143 -0.349744779714286 -0.459827436857143 -0.539685977857143 -0.112144235285714 -0.136512745428571 -0.311660271285714 -0.180382988571429 -0.245533222857143 -0.3244363 -0.373904916314286 0.227029307 0.156311413571429 -0.141046965857143 -0.180057613428571 -0.446116924285714 -0.193993447142857 -0.199171854285714 -0.571168114285714 -0.1721567152 -0.127995155571429 -0.0356426972857143 -0.408321604285714 -0.281494490714286 -0.351678927142857 -0.595432601428571 -0.0784300815571429 -0.43613025 -0.00861411814285714 -0.180218990057143 -0.045838565 -0.194963644428571 -0.407189524285714 0.12671557624 -0.106317025428571 -0.127334842857143 -0.063682603 -0.376621353571429 -0.446058325714286 0.0777799857142857 -0.537992400285714 -0.574539688571429 0.113543066857143
2 2 0.104267448428319 -0.0600746349946903 -0.158690523134513 -0.186113963048673 0.0303047546221239 -0.112302381643363 0.879957064867257 -0.291098066353982 -0.187611996247549 -0.880854706725664 -0.85436598380531 -0.822086242212389 0.100995302483186 0.118889229811504 0.0703292904955752 -0.312548861828319 -0.296918842345133 -0.578194319469027 0.0759647624739823 -0.116407575307345 0.00768326006548673 -0.496895339929204 -0.337807470188496 -0.197963242281416 -0.10403348629 -0.109088736500442 -0.106331544926549 -0.525952015614159 -0.63486240761062 -0.537158303328319 -0.0222870722300885 -0.226721121884956 -0.0222870722300885 -0.226721121884956 -0.335141676735398 -0.352404173362832 -0.108200836288673 -0.328342148286726 -0.575592058389381 -0.645963448017699 -0.241348864915044 -0.0734288279716814 -0.289723832265487 -0.166904390980531 0.0154450840460177 -0.0938406513495575 -0.447607172663717 -0.147857237286726 -0.236489077743513 -0.343763140467257 -0.326545045044248 -0.53861715 -0.34245833700885 -0.313436523367434 -0.617012257345133 -0.319939552176283 -0.47577604619469 -0.448436232867257 -0.407976025118584 -0.424394764065487 -0.256573094184071 -0.528407328309734 -0.299454159346903 -0.256164679344248 -0.200761039680531 -0.268970343168142 -0.261548529353982 -0.218704764553097 -0.353996228761062 -0.0314112944646018 -0.310878426928319 -0.417467000125664 0.0818032356486726 -0.429298701628319 -0.380457748911504 -0.147097482051327 -0.631229000278761 -0.693116810017699 0.142919536787611
2 3 0.11535259827551 -0.0118868655193878 -0.103783707061224 0.17626136644898 0.112591130782245 -0.198196885541633 0.932858193571429 -0.15346169917898 -0.0288760826963265 -0.94726460244898 -0.932370276020408 -0.919669905918367 0.133846448902041 -0.0364852715952041 -0.0515460058969388 0.00801641053622449 -0.00132832103469388 -0.373939902040816 -0.0512289959381633 -0.0882363048469388 0.103981961397041 -0.219911355193878 -0.300401700559184 -0.226795072173469 -0.00403193865693878 -0.0522436436270408 -0.144012812912245 -0.291674470663265 -0.432405320020408 -0.251763626666327 0.175762407638367 0.141819168602041 0.175762407638367 0.141819168602041 -0.0689377007204082 0.0376686466646939 -0.0490607238091837 -0.180634854528571 -0.364791312132653 -0.396729584244898 0.122931899447959 0.118701605368367 -0.206903272144898 0.194185236892857 0.0371339084285714 -0.260687045520408 -0.45893015677551 0.00285647585928571 0.108746285842857 -0.0131852103591837 -0.0467466343122449 -0.313473392081633 -0.0632473733428571 -0.0213919176173469 -0.434446303070408 -0.276316726357143 -0.360381386473469 -0.201005685687755 -0.0934087338428571 -0.274173371754082 -0.0930171582816327 -0.265296397546939 -0.325848554795918 -0.349123688081633 -0.177170531418367 -0.0317416727355102 0.0239132078783673 0.179007417990816 -0.0605708785377551 0.0324895890046939 0.0559149767173469 0.00348355241020408 -0.0171703549194898 -0.227292420806122 -0.297592399315306 0.0532901955653061 -0.393247459387755 -0.445485245642857 0.0720059677443877
2 4 0.0135827152777778 0.134255822703704 0.0681020673925926 -0.830121280740741 -0.342870764271481 -0.538259708148148 0.797114741481482 0.180844302777778 0.324092188333333 -0.692580217407407 -0.431643517666667 -0.516233845259259 0.110932905966667 -0.19001520517037 -0.12774657697037 -0.93787948037037 -0.906014761481482 -0.947036703333333 -0.0388902916333333 -0.134381742655556 0.144960174444444 -0.933903987407407 -0.854042856666667 -0.796249783333333 -0.107987192925926 -0.0633971937407407 -0.00379641839548148 -0.948746637037037 -0.953145702592593 -0.933354214074074 -0.534216343703704 -0.301245189822222 -0.534216343703704 -0.301245189822222 -0.935045420740741 -0.910088044074074 -0.77452995962963 -0.827653059259259 -0.95605257962963 -0.939833293703704 -0.863594915555556 -0.542056604666667 -0.711776811851852 -0.819160996666667 -0.300396887051852 -0.496267580044444 -0.425906177296296 -0.261176218307407 -0.254357040518519 -0.937167285925926 -0.907195869259259 -0.941140329259259 -0.944865893333333 -0.911805324444444 -0.951658031481481 0.0166313728888889 -0.427957344481481 -0.363131515666667 -0.922949985925926 -0.895798654074074 -0.827790491111111 -0.937949248518518 -0.83602896 -0.807170213333333 -0.118675432966667 -0.381481129140741 -0.166377676148148 -0.528319080666667 -0.312957427851852 -0.406317661296296 -0.914024905925926 -0.904351806666667 -0.153898965222222 -0.886056042222222 -0.824294455925926 -0.278653287962963 -0.943921935185185 -0.93878965 -0.114626516259259
